FoodNumber	FoodName	FoodCategory	Base	FoodGroupCode	Dilution	Units	Description	Comment	EdiblePortion	WATER	TOTNIT	NCF	PROT	FAT	CHO	KCALS	KJ	ALCO	STAR	TOTSUG	AOAC	GLUC	FRUCT	MALT	LACT	SUCR	OSUG	FREESUG	SATFA	CMON	CN3	CN6	TRANS	CHOL	RET	TOTCAR	ACAR	BCAR	BCRYPT	VITA	VITD	THIA	RIBO	NIACEQU	VITC	VITE	VITB6	VITB12	FOLT	PANTO	BIOT	NA	K	CA	MG	P	FE	HFE	NHFE	CU	ZN	CL	I	MN	SE	Fruit	DriedFruit	FruitJuice	SmoothieFruit	Tomatoes	TomatoPuree	Brassicaceae	YellowRedGreen	Beans	Nuts	OtherVeg	Beef	Lamb	Pork	ProcessRedMeat	OtherRedMeat	Burgers	Sausages	Offal	Poultry	ProcessedPoultry	GameBirds	WhiteFish	OilyFish	CannedTuna	Shellfish	CottageCheese	CheddarCheese	OtherCheese
5166	SUPERNOODLES BATCHELORS AS SERVED	F	100	1D	1	Grams	Converted from recipe to basic food for NDNS RP yr1, brought in line with manufacturers data. NaCl update based on 9 products 1 brand 17.06.11 RS	Updated 03/04/09 EF. NaCl updated 17.06.11 RS	1	63.7	.5	6.25	3	7.8	25.2	177	743	0	23.9	1.3	.4	.3	.2	.5	.1	.2	0	.6	4	2.5	.2	.8	0	0	0	107	0	107	0	18	0	.03	.03	2.5	.4	1.7	0	0	6	.3	0	330	79	54	24	79	1.7	0	1.7	.18	.6	50	4	.51	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5170	CHIVERS BREAD BUSTERS FUNKY COLA SPREAD	F	100	41R	1	Grams	 	 	1	31.9	0	6.25	.2	0	67.6	254	1085	0	9.9	57.7	.4	19	17.7	0	0	21	0	57.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	100	68	9	15	26	.8	0	.8	.09	.1	40	0	.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5171	CHICKEN BREAST FRIED IN OLIVE OIL	R	100	27B	1	Grams	 	 	1	55.2	5.1	8.93	31.7	12.1	0	236	988	0	0	0	0	0	0	0	0	0	0	0	1.94	8.43	.13	1.04	.01	93	0	0	0	0	0	0	.26	.15	.15	18.3	0	.7	.5	0	19	1.3	2	79	489	7	38	291	.7	.3	.4	.07	.9	102	8	.01	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.53	0	0	0	0	0	0	0	0	0
5174	VEGETABLE HOT POT HEINZ WEIGHT WATCHERS	F	100	37L	1	Grams	Heinz data 1996	 	1	82.9	.4	6.25	2.4	2.6	10.3	71	300	0	7.9	2.4	2	.7	.7	0	0	.9	0	0	.3	1.4	0	.9	0	0	0	661	0	640	42	110	0	.07	.01	.7	5	.9	.1	0	11	.1	0	282	297	16	14	32	.6	0	.6	.07	.2	447	2	.1	1	0	0	0	0	0	1.65	7.52	17.01	4.56	0	27.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5179	SPONGE MADE WITH PUFA WITH BUTTERCREAM FILLING	R	100	8E	1	Grams	 	 	1	17.5	.7	6.81	4.3	23.6	57.3	445	1864	0	16.4	41	.8	0	0	0	.2	40.8	0	40.7	8.72	6.8	1.15	5.87	.29	86	263	171	1	169	0	291	2.32	.06	.1	1.4	0	4.9	.1	.5	6	.3	4	290	78	73	8	133	.7	0	.7	.08	.4	346	17	.18	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5180	CAULIFLOWER AND BROCCOLI QUICHE	R	100	16D	1	Grams	 	 	1	40.3	1.9	8.11	11.5	24.5	21.1	346	1441	0	19.3	1.9	2.3	.4	.2	.2	.8	.1	.1	0	10.62	8.95	.65	2.29	.29	93	97	102	0	102	0	114	.71	.07	.21	3.3	9.4	2.2	.1	1.1	23	.6	7	288	175	217	18	188	1	0	1	.14	1.3	425	26	.2	8	0	0	0	0	0	0	18.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.98	0
5182	MUSHROOM AND CHEESE LATTICE PURCHASED EG M&S	R	100	22A	1	Grams	 	 	1	56.9	1.4	7.97	8.6	15.6	16.9	238	996	0	14.8	2.2	1.5	.4	.2	0	1	.4	.2	.1	6.59	5.82	.35	1.78	.14	48	98	65	0	65	0	108	.86	.21	.19	3.7	1.1	1.4	.2	.6	11	.7	5	325	194	100	16	155	.7	.1	.6	.16	1.1	500	14	.14	8	0	0	0	0	0	0	0	0	0	0	31.16	0	0	0	15.58	0	0	0	0	0	0	0	0	0	0	0	0	4.47	1.01
5184	DUMPLINGS WITH VEGETABLE SUET WHOLEMEAL FLOUR.	R	100	1R	1	Grams	 	 	1	59.3	.6	6.13	3.7	13.3	21.7	216	904	0	21.3	.4	3	0	0	.1	0	.3	0	0	6.59	.96	.05	1.84	.01	0	0	0	0	0	0	0	0	.08	.03	2.4	0	2.8	.1	0	4	.2	2	105	107	10	24	83	.7	0	.7	.11	.6	116	0	.58	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5189	VEGETABLE STEW	R	100	37M	1	Grams	 	 	1	93.5	.1	7.35	.5	.5	3.3	19	80	0	.6	2.7	1.7	.7	.5	0	0	1.3	.2	0	.16	.13	.05	.07	0	0	0	3223	846	2799	0	537	0	.05	.02	.6	4.5	.2	0	0	12	.1	0	126	95	18	4	15	.3	0	.2	.02	.1	160	1	.08	1	0	0	0	0	0	0	13.8	24.29	0	0	17.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5194	ROASTED POTATOES IN WHITE FLORA	R	100	38D	1	Grams	 	 	1	70.8	.4	7.06	2.1	4.6	22.1	133	560	0	21.1	1	2.3	.6	.5	0	0	0	0	0	1.1	1.35	.24	1.8	.05	0	0	226	0	226	0	38	.35	.2	.01	.8	12.6	.9	.1	0	9	.3	0	2	500	8	24	38	.3	0	.3	.07	.3	94	2	.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5195	ROASTED PARSNIPS IN WHITE FLORA	R	100	37M	1	Grams	 	 	1	73.4	.3	6.64	1.9	5.8	13.3	109	458	0	6.6	6.7	2.7	.9	.5	0	0	4.6	.6	0	1.31	1.88	.25	2.02	.05	0	0	264	0	264	0	44	.36	.24	.01	1.6	12.6	2	.1	0	92	.5	0	11	478	44	24	79	.6	0	.6	.05	.3	52	3	.53	2	0	0	0	0	0	0	0	0	0	0	95.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5199	NESQUIK CHOCOLATE CEREAL	F	100	5R	1	Grams	MW6 81. RPYr1 upd bsd on manu data. Upd bsd on 1P 14.07.11 RS. -RPyr5 P2 manu data SD 6/6/13 Vit D upd 12.12.14. Upd macros, fibre, sugars, Bvits, Ca, Fe. RPYr8 SK, 07/16	bf cereal project 2004 -BH RP pilot 15/12/06. Yr 1 update GH. (Mar 08). RPYr 2 19.06.09 RW upd 14.7.11 RS. yr5 SD 6/6/13 -. Yr10 Updated Oct 2018	1	1	1.4	5.83	8.4	1.7	82.3	358	1523	0	56.1	26.3	8.7	.2	.1	0	.2	25.7	0	25.8	.6	.62	.05	.24	.01	0	0	0	0	0	0	0	2.5	1	1.3	15	0	.8	1.4	0	185	5.5	3	176	355	474	52	143	10	0	10	.35	1	275	2	.9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5201	CHOCOLATE COATED CAKE BARS, INDIVIDUAL, PURCHASED	F	100	8D	1	Grams	RP Yr 1 update based on manufacturers' data (ten products).-Yr 8 updated based on manufacturers' data	17/08/04 updated Catch up Project 2004 BH- NDNS RP Yr 1 update GH. Amended water, macronutrients, energy, sugars, fatty acids (April 08). Updated trans, MD, Nov09.- NDNS RP Yr8 update TH 20/12/2016. Yr10 Updated Oct 2018	1	12.9	.8	5.7	4.4	18.6	61.1	414	1741	0	16.1	45	2.5	2.3	1.1	1.3	4.3	35	1.1	41.3	12.15	3.89	.17	1.41	.11	24	37	29	2	25	5	42	1.3	.05	.17	1	0	2.9	0	0	4	.5	3	170	236	96	34	164	1.6	0	1.6	.27	.7	209	14	.27	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5202	CRUNCHY/MIXED CEREAL WITH CHOC AND/OR TOFFEE EG. SAINSBURYS TRIPLE CHOCOLATE CRISP	F	100	5R	1	Grams	RP Yr 1 update based on manu data (Sains only). RP Yr 2 update 19.06.09 RW (3 products). Update based on 3 brands, 3 products 14.07.11 RS. RPyr5 P2 3 brands 3 prods SD 6/6/13	RP Yr 1 GH. (March 08). RP Yr 2 19.06.09 RW (protein, fat, water). Macros updated 14.07.11 RS. RPyr5 P2 macros SD 6/6/13	1	1.2	1.5	5.83	8.6	17.8	67.7	448	1888	0	41.6	26.1	6	.4	.5	0	.2	25.1	0	23.2	5.77	7.21	.3	3.06	.68	1	0	0	0	0	0	0	0	.16	.07	3	0	1.5	.3	0	21	.8	6	50	301	47	78	240	2.9	0	2.9	.37	1.4	93	3	2.01	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5204	KELLOGGS FROSTED WHEATS	F	100	5R	1	Grams	RP Yr 1 upd bsd on manu data.RPYr 2 upd 19.06.09 RW. RPyr2 08/04/10 EF-RPyr3 upd bsd on 1P 2.6.10 VK. RPyr5 P2 manu data SD 6/6/13. Upd niacin prof. RPYr 8, SK 07/16	05/08/04 updated b cereal proj 2004 -BH-RP Yr 1 update GH. Amended water, CHO, energy, sugars, fatty acids, B12, NaCl  (March 08).-RP Yr 2 update 19.06.09 RW (fibre, CHO, water, niacin)-RPyr3(K,Ca,Mg,P,Zn)2.6.10 VK. RPyr5 P2 B vits SD 6/6/13	1	.7	1.7	5.83	10	2	78.3	352	1497	0	60.5	17.8	9	2	1.5	2.2	0	12.1	0	16.6	.6	.16	.06	.76	.01	0	0	0	0	0	0	0	0	.7	.9	11.4	0	0	.9	1.6	250	.6	3	4	330	30	70	210	6	0	6	.39	2	20	0	1.46	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5215	YORKSHIRE PUDDING MADE WITH S SKIM MILK AND PUFA	R	100	1R	1	Grams	 	 	1	46.9	1.3	7.29	7.8	9.9	35	251	1060	0	32.7	2.3	1.6	0	0	0	2.1	.2	0	0	2.07	2.64	.23	4.33	.04	67	31	4	0	4	0	31	.57	.11	.2	2.4	.5	2.5	.1	.8	9	.5	5	51	179	111	17	129	1.1	0	1.1	.07	.7	136	19	.29	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5217	LAMB BURGER	R	100	24B	1	Grams	 	 	1	45	4.1	7.29	25.6	20.2	9.2	320	1334	0	8.6	.6	.4	0	.1	.5	0	0	0	0	9.59	5.53	.34	1.01	1.61	143	19	0	0	0	0	19	.96	.12	.18	7.7	0	.3	.1	2.5	10	1.3	4	112	193	49	20	166	2	.7	1.4	.12	5.3	165	12	.11	7	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5219	CHICKEN BREAST STUFFED WITH CHEESE AND HAM	F	100	26A	1	Grams	Originally a recipe of 57.06% 9700, 6.47% 1100 and 36.47% 6200	Changed to F code, updated energy, macros and NaCl RW 10.06.10	1	59.3	2.3	6.69	15.7	12	13.4	221	924	0	12.7	.7	1.5	.1	0	0	.5	0	0	.4	2.7	6.2	.18	2	.34	35	60	42	0	42	0	67	.52	.13	.14	8.1	.3	1.3	.4	.5	8	.9	2	280	233	113	21	193	.2	0	.1	.1	.9	410	15	.09	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.47	0	0	0	0	57.06	0	0	0	0	0	0	0	7.37	0
5222	FRESH LAMB AND MINT SAUSAGE	R	100	30B	1	Grams	 	 	1	42.1	4.4	8.26	27.4	19.6	10.3	325	1358	0	10	.3	.4	.3	0	0	0	.1	0	0	9.3	5.41	.34	1.02	1.56	157	25	0	0	0	0	25	.95	.13	.27	11.4	0	.3	.2	2.4	10	1.1	7	167	308	39	26	221	2.7	.8	1.9	.14	4.7	225	13	.1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0
5235	NASHI PEARS	F	100	40A	1	Grams	 	 	1	77.5	0	6.25	.3	.1	6.3	26	110	0	0	6.3	1.7	2	4.4	0	0	0	0	0	.02	.02	.02	.02	0	0	0	0	0	0	0	0	0	.03	.03	.3	4	.5	0	0	3	.1	0	5	98	4	6	10	.1	0	.1	.07	.1	1	1	.1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5238	CARROT AND NUT CAKE	R	100	8E	1	Grams	 	NDNS RP Yr 1 update GH. Changed 8480 to 9510 as 8480 made old code (March 08).	1	20.1	1.1	6.92	6.3	17.2	57.9	397	1671	0	28.2	29.7	2	.2	.2	0	0	29.2	0	28.5	3.15	4.66	1.36	7.39	0	54	126	1366	343	1193	1	354	1.72	.13	.09	2.1	1.8	4	.1	.4	13	.4	5	122	148	58	24	99	1.3	0	1.3	.2	.7	225	11	.6	5	0	0	2.01	0	0	0	0	10.05	0	6.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5241	CAULIFLOWER CHEESE MADE WITH SEMI SKIMMED MILK	R	100	37M	1	Grams	 	 	1	82.4	.8	7.38	5.1	6.5	4.7	97	402	0	1.7	3	1.2	.5	.6	0	.8	.3	.7	0	3.23	1.56	.36	.69	.19	13	62	30	0	30	0	66	.21	.07	.11	1.6	18.3	.6	.2	.4	34	.5	2	113	175	127	13	110	.4	0	.4	.1	.7	197	8	.1	2	0	0	0	0	0	0	51.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.21	0
5244	SLICED LAMB ROAST DINNER	F	100	24A	1	Grams	Changed to At code from recipe: 1376 (2.82), 2424 (15.49), 1711 (16.9), 1808 (14.08), 1841 (30.99), 8248 (19.72) Data from 2 products/brands NDNS RP yr 2 RS 04.06.09	Name changed from Sliced lamb roast dinner froxen from Iceland and updated (water, macronutrients, fibre) for NDNS RP yr 2 RS 04.06.09	1	78.2	.7	7.04	5.2	3.3	13.2	100	422	0	11.3	1.9	2.1	.4	.4	0	0	1.1	0	.1	1.35	1.13	.08	.32	.14	22	0	2418	704	2066	0	403	.06	.16	.08	3.1	5.3	.6	.2	.8	2	.4	0	210	269	17	18	94	1	.2	.8	.07	1.2	281	3	.14	2	0	0	0	0	0	0	0	16.9	0	0	14.08	0	19.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5246	PANCAKES MADE WITH GLUTEN FREE FLOUR	R	100	9H	1	Grams	 	 	1	56.5	1	7.71	6.3	4.7	35.4	201	852	0	31.7	3.7	.3	.2	.2	.1	3.1	.1	0	0	2.22	1.35	.04	.4	.05	81	48	13	0	13	0	50	.65	.16	.38	2.2	.7	.4	.2	1	13	.6	6	124	203	160	17	144	1.8	0	1.8	.06	.7	126	34	.22	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5249	LASAGNE MADE WITH PORK	R	100	25B	1	Grams	 	NDNS RP Yr 1 update GH. Changed 859 for 10047 as 859 made old code (March 08).	1	60.5	1.9	7.92	11.8	9.5	15.5	191	801	0	11.7	3.8	1.1	.6	.7	.2	1.3	1.1	0	2.3	4.47	2.88	.14	1.03	.23	34	71	162	16	146	15	98	.41	.29	.18	4.5	.9	1.3	.1	.7	9	.7	3	273	194	147	21	170	.8	.1	.6	.17	1.7	449	12	.17	6	0	0	0	0	15.27	3.47	0	.28	0	0	.22	0	0	18.66	0	0	0	0	0	0	0	0	0	0	0	0	0	9.57	0
5250	SALMON CRUMBLE	R	100	35A	1	Grams	 	For the NDNS RP Yr3, component 7832 was changed to 1615 (MD) June10.	1	56	2.3	6.96	14.1	12.4	16.4	229	960	0	9.1	7.2	.7	.1	.1	.2	3.8	3	0	3	3.06	4.94	1.63	1.38	.08	39	40	3	0	2	0	40	2.69	.12	.17	6.1	8.8	2.7	.2	1	14	.7	2	191	382	86	27	196	.4	.1	.3	.05	.4	288	30	.12	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.08	30.77	0	0	0	0	0
5251	ICE CREAM, LUXURY, DAIRY (MADE WITH MILK/CREAM), VANILLA'	F	100	53R	1	Grams	Updated with 6 products with 6 different brands. NDNS RP Yr 2 9/6/09 RW	Ice creams & desserts project, ADAS 1998, sample 22. Name changed to 'ice cream luxury/premium, diary, vanilla' Updated (macronutrients, water, sodium) NDNS RP Yr 2 9/6/09 RW.	1	64.2	.6	6.25	3.9	14.2	22.4	227	949	0	1.8	20.6	.2	0	0	0	5.8	14.8	0	16.8	9.36	2.33	.08	.19	.46	57	164	80	0	80	0	177	.3	.1	.28	1.1	1	.3	0	1	6	1.1	2	63	174	100	12	91	0	0	0	0	.3	132	57	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5252	ICE CREAM, LUXURY,DAIRY (MADE WITH MILK/CREAM), NOT CHOCOLATE, VANILLA, CARAMEL, NUT OR BISCUIT	F	100	53R	1	Grams	Updated with 5 products from 5 different brands.NDNS RP Yr 2 09/06/09 RW	Ice creams & dessert project, ADAS 1998, sample 22. Name changed from ice cream luxury dairy any other flavour e.g. strawberry Updated (macronutrients, water, sodium) NDNS RP Yr 2 09/06/09 RW.	1	61.5	.5	6.25	3.1	10.7	24.5	200	840	0	0	24.5	.7	0	0	0	6.9	17.6	0	20	7.1	2.28	.08	.18	.45	47	164	80	0	80	0	177	.3	.1	.28	1.1	1	.3	0	1	6	1.1	2	30	174	100	12	91	0	0	0	0	.3	104	57	0	2	16	0	8.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5253	MINERAL WATER STILL OR CARB WITH ARTI SWEETENER	F	100	58B	1	Grams	Reviewed for NDNS Yr 2 update - no change (SKD) 10/06/09	NDNS RP Yr 1 update GH. Amended water, CHO, energy, sugars, Ca, Mg.	1	100	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5254	FROMAGE FRAIS, LOW FAT, FRUIT, UNFORTIFIED	F	100	15C	1	Grams	Update based on 4 products/4 brands (own brands, Muller Little Stars) NDNS Yr 2 RP (SKD) 16/06/09-Updated 3 products/3 brands 23/03/2016 NZ	Nut. analysis yogs,C&C 98, samp 20. Ch food group to 15R NDNS pilot study GS 10/04/07. Updated & ch name from fromage frais low fat or unspeci fruit inc children for NDNS Yr2 RP  SD 16/6/09 (macronuts, fibre, water). Sugars updated by MD Nov09.-	1	78.3	.8	6.38	4.8	1.6	13.9	86	363	0	1.9	12	.1	1.4	.8	.4	2.5	6.8	.1	8.3	1	.44	.01	.04	.07	3	49	0	0	0	0	49	.02	.11	.29	1.4	0	.1	0	.8	3	.4	1	36	143	86	11	123	.1	0	.1	.03	.5	137	17	0	3	11.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5257	TRIPLE CHOCOLATE SUNDAE, PURCHASED	F	100	15C	1	Grams	Update based on 4 products/3 own brands NDNS Yr 2 update (SKD) 16/06/09. Upd macros, englyst, aoac, starch, sugar prof, 2P 2B, NDNS Yr8 04/11/16 SK	Updated (fibre, water) and name changed from chocolate sundae, chocolate desserts, purchased eg marks & spencer triple chocolate sundae NDNS Yr 2 RP (SKD) 16/06/09. Yr10 Updated Oct 2018	1	48.2	.7	6.38	4.5	13.3	22.8	223	934	0	4.6	18.1	1.2	0	0	0	3.1	15	0	15.2	7.8	3.33	.1	.24	.64	34	300	163	0	163	0	327	0	.11	.21	1.1	0	.5	0	.2	7	.2	1	43	220	97	28	100	1.6	0	1.6	.12	.6	37	0	.2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5259	THICK & CREAMY TWINPOT YOGURT FULL FAT FRUIT SERVING	F	100	15B	1	Grams	LGC school children project 1995. Update based on 5 products/ 2 brands (Muller Fruit corner, Tesco Fruit Duo) NDNS Yr 2 update (SKD) 16/06/09. Ca update based on 4 products 2 brands 17.06.11 RS.	Upd(prot, CHO, water, Na, Ca) NDNS Yr2 upd (SKD) 16/06/09. Sugars upd by MD Nov09. Ca upda17.06.11 RS-Upd (1B, 6P) 22/03/2016 NZ. Upd Na, Cl, Ca.7P, 2B Yr8, 03/11/16 SK	1	78.6	0	0	4.2	3.8	15.5	109	459	0	.1	15.4	.2	1.8	1.9	.2	4.2	6.7	.6	9.6	2.37	.76	.02	.07	.15	8	39	16	0	16	0	42	.03	.06	.24	1.2	2	.1	.1	.1	8	.3	2	56	188	142	14	117	.2	0	.2	0	.4	65	26	.07	2	11.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5262	CHICKEN BURGER BUN LETTUCE AND MAYO TAKE AWAY	F	100	26A	1	Grams	Manufacturers data; based on 7 products from McD, BK and KFC	Updated code, altered name and changed to a Food code for the NDNS RP Yr1 MS (April 08)	1	40	1.9	6.38	12.5	11.5	25.5	249	1046	0	22.9	2.6	1.3	.3	.3	.9	.6	.4	0	2.3	1.3	5.01	.58	3.71	.09	31	8	76	0	76	0	21	.23	.13	.1	4.8	.5	3.1	.1	.3	16	.5	2	490	177	75	17	113	.9	.1	.8	.08	.9	810	12	.22	9	0	0	0	0	0	0	0	0	0	0	7.75	0	0	0	0	0	0	0	0	27.36	0	0	0	0	0	0	0	0	0
5263	CHICK GOUJONS PIECES IN BCRUMBS F/C GRILL/OVEN	F	100	26A	1	Grams	Updated macronutrientss for RP3 - Based on trans survey (20) SD 24/6/10.Micrs upd Phs2 NDNSRPY4 usd dta Trn anl svy smp 19 HO 03/04/12	Updated for RP3 SKD 24/06/10 trans survey (20) (Energy, Protein, CHO profile, fat profile, fibre) Micrs upd Phs2 NDNSRPY4 usd dta Trn anl svy smp 19 HO 03/04/12--	1	46.9	2.3	6.25	14.4	13.9	19.6	256	1073	0	18.5	1.1	3.5	.2	0	.5	0	.4	0	1	2.11	7.16	.76	3.14	.02	4	0	0	0	0	0	0	0	.07	.17	10.2	0	2.8	.4	.2	27	.6	3	360	278	31	24	169	1.1	.4	.6	.08	.8	510	3	.2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.48	0	0	0	0	0	0	0	0	0
5264	CHICKEN  BREADED  CHEESE & VEGETABLE  FILLING. PURCHASED OVEN BAKED	F	100	26A	1	Grams	 	 	1	57.5	0	0	16.2	13.9	10.8	230	963	0	10.1	.7	1.2	0	0	.7	0	0	0	.4	4.05	4.31	.4	3.79	.28	48	45	92	0	92	0	60	.5	.14	.1	8.8	0	1.7	.4	0	9	1.1	4	440	250	62	22	220	.6	.2	.4	.04	.7	680	10	.1	9	0	0	0	0	0	0	6	2.5	0	0	2	0	0	0	0	0	0	0	0	46.5	0	0	0	0	0	0	0	11.07	0
5265	CHICK BREAST STRIPS FRY IN PUFA	F	100	27B	1	Grams	 	 	1	65.9	0	0	29.7	4.6	0	161	677	0	0	0	0	0	0	0	0	0	0	0	.95	1.59	.11	1.62	.04	87	0	0	0	0	0	0	.2	.11	.16	20.2	0	.1	.4	0	5	1.6	2	61	420	6	33	280	.5	.2	.3	.08	.8	63	7	.01	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
5266	CHICKEN PORTION WITH  SKIN UNCOATED/ FLOUR ONLY DEEP FRIED  BLENDED VEG OIL INCL T/W	F	100	27B	1	Grams	FA profile updated based on trans value for code 1086	FAs updated 06.07.11 RS	1	55.5	0	0	26.9	16.8	0	259	1079	0	0	0	0	0	0	0	0	0	0	0	4.72	7.99	.46	2.41	.11	135	28	0	0	0	0	28	.3	.06	.22	12.4	0	.3	.3	1	14	1.3	3	150	310	15	25	220	1	.4	.6	.11	2	94	8	.02	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0
5267	CHICKEN PORTION WITH SKIN UNCOATED DEEP FRIED BLENDED VEG OIL (WITH BONES)	F	100	27B	1	Grams	FA updated based on trans value for code 1087 06.07 11 RS	FAs updated 06.07.11 RS	1	38.2	0	0	18.6	11.6	0	179	745	0	0	0	0	0	0	0	0	0	0	0	3.25	5.51	.31	1.66	.08	94	19	0	0	0	0	19	.2	.04	.15	8.5	0	.2	.2	0	10	.9	2	110	210	10	17	150	.7	.3	.4	.07	1.3	65	6	.01	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0
5268	CHICKEN WINGS MARINATED OR BBQ OR GRILLED	F	100	27B	1	Grams	 	 	1	50.5	0	0	27.4	16.6	4.1	274	1146	0	.5	3.6	0	.5	.6	0	0	2.5	0	3.5	4.69	7.73	.4	2.49	.18	120	24	0	0	0	0	24	.1	.07	.11	11.5	0	.2	.3	1	10	1.3	4	390	350	42	27	200	1.3	.5	.8	.09	1.6	610	6	.15	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0
5269	CHICKEN BREAST MARINATED GARLIC & HERBS PURCHASED BAKED	F	100	27A	1	Grams	 	Food group changed from 27B to 27A 03/02/10 EF	1	65.1	0	0	24	9.1	1	182	761	0	.3	.7	.4	.3	.1	0	0	.2	.1	.6	2.88	3.75	.26	1.44	.19	65	0	0	0	0	0	0	.2	.06	.18	14.4	0	.9	.4	0	8	1.1	2	360	370	29	30	250	.7	.3	.4	.09	.9	560	6	.04	14	0	0	0	0	0	0	0	0	0	0	1.27	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0
5270	CHICKEN DRUMSTICKS ROAST MEAT ONLY	F	100	27B	1	Grams	 	 	1	66.2	0	0	26.6	5.1	0	152	640	0	0	0	0	0	0	0	0	0	0	0	1.37	2.34	.15	.85	.39	135	20	0	0	0	0	20	.2	.09	.15	10.5	0	.2	.2	1	13	1.4	4	170	260	16	25	210	.9	.4	.5	.1	2.5	84	7	.02	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
5271	CHICKEN DRUMSTICKS ROAST MEAT & SKIN NO BONE	F	100	27B	1	Grams	 	 	1	63	0	0	25.8	9.1	0	185	775	0	0	0	0	0	0	0	0	0	0	0	2.46	4.19	.26	1.48	.1	135	24	0	0	0	0	24	.2	.09	.14	10.4	0	.2	.2	1	12	1.3	3	130	280	15	25	210	1	.4	.6	.09	2.3	90	7	.02	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
