"Marine Scotland Site ID","Date Registered","Site Name","National Grid Reference","Local Authority","Producing in Last 3 Years","Site Address 1","Site Address 2","Site Address 3","Site Post Code","Site Contact Number","Aquaculture Type","Water Type","Health Surveillance","Easting","Northing","MS Management Area","Region","Operator","Species"
"FS0833","25-Nov-1993","Milnholm Smolt Unit","NS784876","Stirling","Yes","Swanswater Lodge","Sauchieburn","","FK7 9QB","","Fish","Freshwater","Low","278400","687600","Not in a management area","Central","Aqualife Services Ltd","N/A, Rainbow Trout, Atlantic Salmon, Brown Trout and sea trout"
"FS0145","01-Jan-1983","Mingarry Hatchery","NF752265","Western Isles","Yes","Mingarry","Milton, Bornish","South Uist","HS8 5RY","","Fish","Freshwater","High","75200","826500","Not in a management area","Western Isles","Hebridean Smolts Ltd","N/A, Brown Trout and sea trout, Atlantic Salmon"
"FS0618","05-Dec-1990","Mint Loch","NF831413","Western Isles","No","N/A","","","","","Fish","Freshwater","","83100","841300","","Western Isles","Hebridean Smolts Ltd","N/A, Atlantic Salmon"
"FS0102","08-Sep-1981","Moffat Water","NT137077","Dumfries and Galloway","Yes","Selcoth","Dumfriesshire","Dumfriesshire","DG10 9LG","","Fish","Freshwater","High","313700","607700","Not in a management area","Dumfries & Galloway","Selcoth Fisheries Ltd","N/A, Rainbow Trout"
"SS0369","25-May-1990","Mol Mor","NB149335","Western Isles","Yes","11 Kneep","Uig","","HS2 9HS","","Shellfish","Seawater","Low","114900","933500","6a - Loch Roag","Western Isles","Uig Seafare Ltd","N/A, Common mussel"
"SS0864","11-Jun-2013","Moo Ness","HU330602","Shetland","Yes","Sparl","Brae","","ZE2 9QJ","","Shellfish","Seawater","High","433000","1160200","4a - South St Magnus Bay","Shetland","Blueshell Mussels Ltd","N/A, Common mussel"
"SS0234","30-Jul-1987","Morsaig","NG665159","Highland","No","Drum Fearn","Sleat","","IV49 9DE","","Shellfish","Seawater","Low","166500","815900","Not in a management area","Highland","Isle of Skye Mussel Company Ltd","N/A, Common mussel"
"FS1286","12-May-2014","Muck","NM433804","Highland","Yes","The Pier","Isle of Muck","Inverness-shire","PH41 2RP","","Fish","Seawater","Low","143300","780400","15e - Muck","Highland","Mowi Scotland Ltd","N/A, Lumpsucker, Wrasse, Atlantic Salmon"
"FS0896","13-May-1997","Mula","HU569993","Shetland","No","N/A","","","","","Fish","Seawater","Low","456900","1199300","","Shetland","Cooke Aquaculture Scotland Ltd","Atlantic Salmon, N/A, Lumpsucker"
"FS0272","09-Sep-1991","Mult","NF880637","Western Isles","No","N/A","","","","","Fish","Seawater","","88000","863700","","Western Isles","Bakkafrost Scotland","N/A, Atlantic Salmon"
"SS0767","24-Aug-2006","NE of Vedri Geo Weisdale","HU380487","Shetland","Yes","c/o Blueshell Mussels Ltd","Sparl, Brae","","ZE2 9QJ","","Shellfish","Seawater","Medium","438000","1148700","3a - SW Shetland mainland","Shetland","SI Seafarms Ltd","N/A, Common mussel"
"SS0697","07-Aug-2003","NW Greena, Weisdale Voe","HU376472","Shetland","Yes","c/o Blueshell Mussels Ltd","Sparl, Brae","","ZE2 9QJ","","Shellfish","Seawater","Medium","437600","1147200","3a - SW Shetland mainland","Shetland","SI Seafarms Ltd","N/A, Common mussel"
"SS0440","12-Apr-1989","Name not supplied","NG575305","Highland","No","N/A","","","","","Shellfish","Seawater","","157500","830500","","Highland","Scalpay Estate","Queen Scallop, King scallop, N/A"
"FS0129","21-Aug-1985","Nedd","NC140328","Highland","No","N/A","","","","","Fish","Seawater","Low","214000","932800","","Highland","Loch Duart Ltd","Wrasse, Atlantic Salmon, Lumpsucker, N/A"
"FS1106","02-Nov-2007","Neilston Blue Trout Hatchery Soames","NS506487","East Ayrshire","No","Soames Reservoir","Eaglesham by Sheildhill Farm","Newton Mearns","G77 6SQ","","Fish","Freshwater","Low","250600","648700","Not in a management area","Strathclyde","Kingswell Trout Fishery","Brown Trout and sea trout, Rainbow Trout, N/A, Brook charr/ trout"
"FS1043","09-Jul-2002","Ness of Copister","HU504791","Shetland","Yes","Yell Shorebase","Mid Yell","","ZE2 9BN","","Fish","Seawater","Medium","450400","1179100","2d - Yell South","Shetland","Cooke Aquaculture Scotland Ltd","N/A, Lumpsucker, Atlantic Salmon"
"FS0550","14-Oct-1985","Nether Cloan","NN963118","Perth and Kinross","No","N/A","","","","","Fish","Freshwater","","296300","711800","","Tayside","Cloan Hatcheries Ltd","Rainbow Trout, N/A"
"FS0430","02-May-1990","Nevis A","NM742970","Highland","Yes","Mallaig Industrial Estate Building 4","","","PH41 4PX","","Fish","Seawater","Medium","174200","797000","14c - Nevis","Highland","Scottish Sea Farms Ltd","Atlantic Salmon, Wrasse, Lumpsucker, N/A"
"FS0616","19-Dec-1990","Nevis B","NM748952","Highland","Yes","Mallaig Industrial Estate Building 4","","","PH41 4PX","","Fish","Seawater","High","174800","795200","14c - Nevis","Highland","Scottish Sea Farms Ltd","N/A, Wrasse, Lumpsucker, Atlantic Salmon"
"FS0546","10-Sep-1990","Nevis C (Ardintigh)","NM770935","Highland","Yes","Mallaig Industrial Estate Building 4","","","PH41 4PX","","Fish","Seawater","Medium","177000","793500","14c - Nevis","Highland","Scottish Sea Farms Ltd","Lumpsucker, Wrasse, Atlantic Salmon, N/A"
"FS0680","19-Aug-1991","New Farm","NT132070","Dumfries and Galloway","Yes","Selcoth","Dumfriesshire","Dumfriesshire","DG10 9LG","","Fish","Freshwater","Medium","313200","607000","Not in a management area","Dumfries & Galloway","Selcoth Fisheries Ltd","Rainbow Trout, N/A"
"FS0473","17-Sep-1993","Niall Bromage Freshwater Field Station","NS751852","Stirling","No","By Carron Bridge","","","FK6 5JJ","","Fish","Freshwater","Medium","275100","685200","Not in a management area","Central","University of Stirling","European Perch, Brown Trout and sea trout, Atlantic Salmon, N/A, Rainbow Trout"
"SS0186","03-Feb-1986","Noonsburgh","HU294580","Shetland","Yes","Vadlure","Walls","","ZE2 9PF","","Shellfish","Seawater","Medium","429400","1158000","4a - South St Magnus Bay","Shetland","Shetland Mussels Ltd","Common mussel, N/A"
"SS0661","11-Mar-2002","North Ayre","HU522972","Shetland","Yes","Cullivoe Pier","Yell","","ZE2 9DD","","Shellfish","Seawater","Low","452200","1197200","1b - S Unst, E Yell, Fetlar","Shetland","C&A Thomason Ltd","N/A, Common mussel"
"FS0530","23-May-1990","North Bay","NF850405","Western Isles","No","N/A","","","","","Fish","Seawater","Medium","85000","840500","","Western Isles","Bakkafrost Scotland","Atlantic Salmon, N/A"
"SS0932","06-Nov-2019","North Bay West","ND282909","Orkney","Yes","9 Flett Park","","Kirkwall","KW15 1FX","","Shellfish","Seawater","High","328200","990900","8c - Scapa Flow","Orkney","Orkney Oysters (Hoy) Ltd","N/A, Flat or native oyster, Pacific Oyster"
"FS0417","01-Jan-1985","North Channel","NF840408","Western Isles","No","N/A","","","","","Fish","Seawater","Medium","84000","840800","","Western Isles","Bakkafrost Scotland","N/A, Atlantic Salmon"
"SS0710","15-Apr-2004","North Flotta","HU381464","Shetland","Yes","Vadlure","Walls","","ZE2 9PF","","Shellfish","Seawater","High","438100","1146400","3a - SW Shetland mainland","Shetland","Zetland Mussels Ltd","N/A, Common mussel"
"SS0028","28-Oct-1985","North Harbour(Acairseid Mhor)","NM354417","Argyll and Bute","No","Isle of Gometra,","Ulva Ferry,","Mull","-","","Shellfish","Seawater","Low","135400","741700","16a - Tuath, na Keal","Strathclyde","Gometra Farm","Pacific Oyster, N/A"
"FS0674","16-Sep-1991","North Havra","HU369432","Shetland","No","Gremista","Lerwick","","ZE1 0PX","","Fish","Seawater","Low","436900","1143200","3a - SW Shetland mainland","Shetland","Scottish Sea Farms Ltd","Lumpsucker, N/A, Atlantic Salmon"
"SS0758","01-Nov-2005","North Knowe","HU344642","Shetland","Yes","Vementry","Aith, Bixter","","ZE2 9ND","","Shellfish","Seawater","Medium","434400","1164200","4a - South St Magnus Bay","Shetland","Vementry Aquaculture","Common mussel, N/A"
"SS0783","08-Jun-2007","North Linga","HU355645","Shetland","Yes","Sparl","Brae","","ZE2 9QJ","","Shellfish","Seawater","Medium","435500","1164500","4a - South St Magnus Bay","Shetland","Blueshell Mussels Ltd","Common mussel, N/A"
"FS0193","27-May-1989","North Loch Scadavay","NF868675","Western Isles","No","N/A","","","","","Fish","Freshwater","","86800","867500","","Western Isles","Bakkafrost Scotland","N/A, Atlantic Salmon"
"FS0356","10-Oct-1992","North Moine","NM805015","Argyll and Bute","Yes","c/o Kames Fish Farming Ltd","Kilmelford","By Oban, Argyll","PA34 4XA","","Fish","Seawater","Low","180500","701500","16d - Seil Sound to Loch Craignish","Strathclyde","Mowi Scotland Ltd","Rainbow Trout, N/A"
"FS0515","01-Jan-1989","North Papa","HU365383","Shetland","Yes","Gremista","Lerwick","","ZE1 0PX","","Fish","Seawater","Medium","436500","1138300","3a - SW Shetland mainland","Shetland","Scottish Sea Farms Ltd","Atlantic Salmon, Lumpsucker, N/A"
"FS1033","01-Feb-2002","North Shore","NB392228","Western Isles","Yes","Keose Pier","Keose","","HS2 9JT","","Fish","Seawater","Medium","139200","922800","5a - E Lewis","Western Isles","Mowi Scotland Ltd","Atlantic Salmon, N/A, Lumpsucker, Wrasse"
"FS0946","16-Mar-1999","North Voe","HU539631","Shetland","Yes","Gremista","Lerwick","","ZE1 0PX","","Fish","Seawater","Low","453900","1163100","2a - Vidlin Voe, Dury Voe, W Whalsay","Shetland","Scottish Sea Farms Ltd","Atlantic Salmon, Lumpsucker, N/A"
"SS0588","18-Feb-2000","North Voe of Clousta","HU302584","Shetland","Yes","Vadlure","Walls","","ZE2 9PF","","Shellfish","Seawater","Medium","430200","1158400","4a - South St Magnus Bay","Shetland","Shetland Mussels Ltd","N/A, Common mussel"
"SS0888","24-Nov-2014","North West of Cul Houb","HU465682","Shetland","Yes","Sparl","Brae","","ZE2 9QJ","","Shellfish","Seawater","Low","446500","1168200","2c - NE Shetland mainland","Shetland","Blueshell Mussels Ltd","N/A, Common mussel"
"SS0890","10-Dec-2014","North West of Skerby Ayre","HU445478","Shetland","Yes","Sparl","Brae","","ZE2 9QJ","","Shellfish","Seawater","Medium","444500","1147800","2b - SE Shetland mainland","Shetland","Blueshell Mussels Ltd","N/A, Common mussel"
"SS0812","18-Nov-2009","North of Greenhead","HU252471","Shetland","Yes","Primrose Cottage","Walls","","ZE2 9PF","","Shellfish","Seawater","Medium","425200","1147100","3b - Gruting, Vaila, Walls","Shetland","A&C Tait","Common mussel, N/A"
"FS0481","01-Jan-1988","North of Hoy","HU374454","Shetland","No","N/A","","","","","Fish","Seawater","High","437400","1145400","3a - SW Shetland mainland","Shetland","Scottish Sea Farms Ltd","Atlantic Salmon, N/A, Wrasse, Lumpsucker"
"SS0541","01-Jun-1995","North of Linga, Vaila Sound","HU240484","Shetland","Yes","c/o Blueshell Mussels Ltd","Sparl, Brae","","ZE2 9QJ","","Shellfish","Seawater","Medium","424000","1148400","3b - Gruting, Vaila, Walls","Shetland","SI Seafarms Ltd","N/A, Common mussel"
"FS0625","15-Jan-1991","Northra Voe","HU292612","Shetland","No","N/A","","","","","Fish","Seawater","","429200","1161200","","Shetland","Cooke Aquaculture Scotland Ltd","Atlantic Salmon, N/A"
"SS0870","23-Aug-2013","Northra Voe","HU291614","Shetland","No","Vadlure","Walls","","ZE2 9PF","","Shellfish","Seawater","Medium","429100","1161400","4a - South St Magnus Bay","Shetland","Shetland Mussels Ltd","Common mussel, N/A"
"SS0892","13-Jan-2015","Northwest of Lungness","HU350507","Shetland","Yes","Seaview","Bixter","","ZE2 9LU","","Shellfish","Seawater","Medium","435000","1150700","3a - SW Shetland mainland","Shetland","Sandsound Mussels","N/A, Common mussel"
"FS0315","01-Nov-1991","Nostie","NG851251","Highland","No","N/A","","","","","Fish","Seawater","","185100","825100","","Highland","Mowi Scotland Ltd","N/A, Atlantic Salmon"
"FS0823","04-Sep-1993","Noust Geo","HY570306","Orkney","Yes","Eday Marine Site","Eday Pier","","KW17 2AA","","Fish","Seawater","Low","357000","1030600","8b - Central Orkney","Orkney","Scottish Sea Farms Ltd","N/A, Atlantic Salmon, Wrasse, Lumpsucker"
"SS0026","28-Oct-1985","Ob Ghorm Beg","NG860547","Highland","Yes","Upper Loch Torridon (South side)","By Strathcarron","Ross-shire","-","","Shellfish","Seawater","Low","186000","854700","11a - Torridon","Highland","JG & B MacDonald & Sons","N/A, Common mussel"
"SS0025","28-Oct-1985","Ob Ghorm Mhor","NG867549","Highland","Yes","Upper Loch Torridon (South side)","By Strathcarron","Ross-shire","-","","Shellfish","Seawater","Low","186700","854900","11a - Torridon","Highland","JG & B MacDonald & Sons","Common mussel, N/A"
"FS0817","25-May-1993","Ob Meavag","NG174964","Western Isles","No","N/A","","","","","Fish","Seawater","Medium","117400","896400","5b - SE Lewis, E Harris","Western Isles","Bakkafrost Scotland","Lumpsucker, Atlantic Salmon, Wrasse, N/A"
"SS0730","18-Nov-2004","Oitir Mhor Bay","NM824300","Argyll and Bute","Yes","Ardentrive ","Isle of Kerrera","by Oban, Argyll","PA34 4SX","","Shellfish","Seawater","Low","182400","730000","15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart","Strathclyde","Kerrera Oysters","Pacific Oyster, N/A"
"SS0879","23-Apr-2014","Olansvoe","HU283470","Shetland","Yes","Stenvatsta","Westerskeld","","ZE2 9NL","","Shellfish","Seawater","Low","428300","1147000","3b - Gruting, Vaila, Walls","Shetland","Olansvoe Shellfish","Common mussel, N/A"
"FS1126","23-Sep-2009","Old Pumping Station","HY373075","Orkney","No","Old Pumping Station","Kirbister Loch","Orphir, Orkney","KW17 2RA","","Fish","Freshwater","Low","337300","1007500","Not in a management area","Orkney","Orkney Trout Fishing Association","Brown Trout and sea trout, N/A"
"SS0866","23-Aug-2013","Olligarth","HU383478","Shetland","Yes","Vadlure","Walls","","ZE2 9PF","","Shellfish","Seawater","High","438300","1147800","3a - SW Shetland mainland","Shetland","Shetland Mussels Ltd","N/A, Common mussel"
"FS0512","01-Jan-1989","Olna North","HU379650","Shetland","No","N/A","","","","","Fish","Seawater","Low","437900","1165000","","Shetland","Scottish Sea Farms Ltd","N/A, Atlantic Salmon"
"FS0764","01-Jan-1993","Olna South","HU373641","Shetland","Yes","Gremista","Lerwick","","ZE1 0PX","","Fish","Seawater","Low","437300","1164100","4a - South St Magnus Bay","Shetland","Scottish Sea Farms Ltd","Lumpsucker, Atlantic Salmon, N/A"
"FS0366","20-Jul-1987","Ore Bay","ND316942","Orkney","No","N/A","","","","","Fish","Seawater","","331600","994200","","Orkney","Cooke Aquaculture Scotland Ltd","N/A, Atlantic Salmon"
"FS0090","28-Oct-1985","Ormsary Broodstock Unit","NR735722","Argyll and Bute","Yes","Ormsary","Argyll","Argyll","PA31 8PE","","Fish","Freshwater and Seawater","Medium","173500","672200","18a - Loch Caolisport","Strathclyde","Landcatch Natural Selection Ltd","N/A, Atlantic Salmon"
"FS0681","28-Oct-1985","Ormsary Hatchery","NR735722","Argyll and Bute","Yes","Ormsary","Argyll","Argyll","PA31 8PE","","Fish","Freshwater","High","173500","672200","Not in a management area","Strathclyde","Landcatch Natural Selection Ltd","Atlantic Salmon, N/A"
"FS0575","01-Jan-1995","Ormsary Smolt Unit","NR735722","Argyll and Bute","Yes","Ormsary","Argyll","Argyll","PA31 8PE","","Fish","Freshwater","Medium","173500","672200","Not in a management area","Strathclyde","Landcatch Natural Selection Ltd","Atlantic Salmon, N/A"
"FS0531","23-May-1990","Ornish Island","NF853385","Western Isles","Yes","Loch Skiport","South Uist","Outer Hebrides","HS8 5NS","","Fish","Seawater","Medium","85300","838500","7a - Ronay, Benbecula, N South Uist","Western Isles","Mowi Scotland Ltd","Wrasse, N/A, Lumpsucker, Atlantic Salmon"
"FS0940","01-Jan-1999","Oronsay East","NM599594","Highland","No","N/A","","","","","Fish","Seawater","","159900","759400","","Highland","Mowi Scotland Ltd","N/A, Atlantic Salmon"
"FS1209","03-Nov-2010","Ouseness","HY465497","Orkney","Yes","Unit 3 Quarry Road","Pierowall Westray","","KW17 2DH","","Fish","Seawater","Low","346500","1049700","8a - Westray","Orkney","Cooke Aquaculture Scotland Ltd","Lumpsucker, N/A, Atlantic Salmon"
"FS0671","16-Sep-1991","Outer Bay (Loch Droighniche) ","NC164344","Highland","Yes","Badcall Salmon House","Scourie, Lairg","Sutherland","IV27 4TH","","Fish","Seawater","Low","216400","934400","9c - Badcall, Chairn Bhain, Eddrachillis","Highland","Loch Duart Ltd","Lumpsucker, Atlantic Salmon, N/A, Wrasse"
"FS1254","06-Oct-2011","Outer Eport","NF908636","Western Isles","Yes","5 Locheport","Western Isles","Western Isles","HS6 5EX","","Fish","Seawater","Medium","90800","863600","5c - E North Uist","Western Isles","Bakkafrost Scotland","Lumpsucker, Atlantic Salmon, N/A, Wrasse"
"SS0912","04-Oct-2017","Oxa Geo","HU369472","Shetland","Yes","c/o Blueshell Mussels Ltd","Sparl, Brae","","ZE2 9QJ","","Shellfish","Seawater","Medium","436900","1147200","3a - SW Shetland mainland","Shetland","SI Seafarms Ltd","Common mussel, N/A"
"SS0931","11-Sep-2019","Oyster Holding Room","NT250641","Midlothian","Yes","Room 53","Alexander Robertson Building","","-","","Shellfish","Seawater","High","325000","664100","Not in a management area","Lothian","The Roslin Institute","Flat or native oyster, Pacific Oyster, N/A"
"FS0703","28-Oct-1988","Pairc","NB347102","Western Isles","No","N/A","","","","","Fish","Seawater","Medium","134700","910200","","Western Isles","Mowi Scotland Ltd","Lumpsucker, Atlantic Salmon, Wrasse, N/A"
"FS0447","05-Sep-1991","Papa","HU372376","Shetland","No","Gremista","Lerwick","","ZE1 0PX","","Fish","Seawater","Low","437200","1137600","3a - SW Shetland mainland","Shetland","Scottish Sea Farms Ltd","N/A, Lumpsucker, Atlantic Salmon"
"SS0651","01-Oct-2001","Papa Little, Aith Voe","HU341601","Shetland","Yes","c/o Blueshell Mussels Ltd","Sparl, Brae","","ZE2 9QJ","","Shellfish","Seawater","Medium","434100","1160100","4a - South St Magnus Bay","Shetland","SI Seafarms Ltd","Common mussel, N/A"
"SS0957","05-May-2022","Papa North","HU333622","Shetland","New","Vadlure","Walls","","ZE2 9PF","01595 809456","Shellfish","Seawater","High","433300","1162200","4a - South St Magnus Bay","Shetland","Shetland Mussels Ltd","Common mussel, N/A"
"SS0601","17-May-2000","Park Gate","HU385651","Shetland","Yes","Lower Voe","","","ZE2 9PX","","Shellfish","Seawater","Medium","438500","1165100","4a - South St Magnus Bay","Shetland","Olnafirth Sea Farm Ltd","N/A, Common mussel"
"FS0031","01-Mar-1992","Pegal Bay","ND302976","Orkney","Yes","Lyness","Hoy","Orkney","KW16 3NT","","Fish","Seawater","Low","330200","997600","8c - Scapa Flow","Orkney","Cooke Aquaculture Scotland Ltd","Lumpsucker, N/A, Atlantic Salmon"
